"id","alias.x","name","image_url","is_closed","url","review_count","rating","price","phone","display_phone","distance","coordinates.latitude","coordinates.longitude","location.address1","location.address2","location.address3","location.city","location.zip_code","location.country","location.state","alias1","category","alias.y","parent_aliases"
"9mhqcimD0CYvqxzfj_VXnQ","little-bad-wolf-chicago","Little Bad Wolf","https://s3-media1.fl.yelpcdn.com/bphoto/22EJD1zkqn80Ys7xU-t15A/o.jpg",FALSE,"https://www.yelp.com/biz/little-bad-wolf-chicago?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1261,4.5,"$$",17739426399,"(773) 942-6399",8727.8116024609,41.9833823855364,-87.6690510144549,"1541 W Bryn Mawr Ave","","","Chicago",60660,"US","IL","tradamerican","American (Traditional)","tradamerican","restaurants"
"JR5TOTAgxBj4YLfNQ3Dljw","mindys-hot-chocolate-chicago-2","Mindy's Hot Chocolate","https://s3-media1.fl.yelpcdn.com/bphoto/TpYAdCvYHmSmgnmCF3KtUQ/o.jpg",FALSE,"https://www.yelp.com/biz/mindys-hot-chocolate-chicago-2?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",2306,4,"$$",17734891747,"(773) 489-1747",950.261212128464,41.91367,-87.67718,"1747 N Damen Ave","","","Chicago",60647,"US","IL","tradamerican","American (Traditional)","tradamerican","restaurants"
"fJhF5Yy4nguguaaH3TabmQ","bandera-restaurant-chicago","Bandera Restaurant","https://s3-media2.fl.yelpcdn.com/bphoto/zYlaZ78v4DZbeDKPB4xGkQ/o.jpg",FALSE,"https://www.yelp.com/biz/bandera-restaurant-chicago?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1732,4,"$$",13126443524,"(312) 644-3524",4717.67584720953,41.8919021875965,-87.6236184577346,"535 N Michigan Ave","","","Chicago",60611,"US","IL","newamerican","American (New)","newamerican","restaurants"
"AqgG-1aD6JYj9D6OmBWO3w","frontera-grill-chicago","Frontera Grill","https://s3-media4.fl.yelpcdn.com/bphoto/sX4Fs2bd1nw-5lzUTtPDUg/o.jpg",FALSE,"https://www.yelp.com/biz/frontera-grill-chicago?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",2142,4,"$$$",13126611434,"(312) 661-1434",4199.82990524792,41.8905699,-87.63079,"445 N Clark St","","","Chicago",60654,"US","IL","mexican","Mexican","mexican","restaurants"
"_wtMT97gelNAyfI82FPFvA","3-arts-club-cafe-chicago-2","3 Arts Club Cafe","https://s3-media2.fl.yelpcdn.com/bphoto/BMj_4p3YTuuxde1i9psu9w/o.jpg",FALSE,"https://www.yelp.com/biz/3-arts-club-cafe-chicago-2?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",915,4.5,"$$",13124759116,"(312) 475-9116",3913.47168777492,41.9058,-87.63047,"1300 N Dearborn Pkwy","","","Chicago",60610,"US","IL","tradamerican","American (Traditional)","tradamerican","restaurants"
"_wtMT97gelNAyfI82FPFvA","3-arts-club-cafe-chicago-2","3 Arts Club Cafe","https://s3-media2.fl.yelpcdn.com/bphoto/BMj_4p3YTuuxde1i9psu9w/o.jpg",FALSE,"https://www.yelp.com/biz/3-arts-club-cafe-chicago-2?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",915,4.5,"$$",13124759116,"(312) 475-9116",3913.47168777492,41.9058,-87.63047,"1300 N Dearborn Pkwy","","","Chicago",60610,"US","IL","mediterranean","Mediterranean","mediterranean","restaurants"
"_UJ3KqtHIHjExbAg-iIGUA","greek-islands-restaurant-chicago","Greek Islands Restaurant","https://s3-media2.fl.yelpcdn.com/bphoto/6xqYXQaH2quFNECgBcLSMw/o.jpg",FALSE,"https://www.yelp.com/biz/greek-islands-restaurant-chicago?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1710,4,"$$",13127829855,"(312) 782-9855",3838.72483859645,41.87896,-87.64763,"200 S Halsted St","","","Chicago",60661,"US","IL","mediterranean","Mediterranean","mediterranean","restaurants"
"NOKQi1saEWWp-cbUhkUtFQ","velvet-taco-chicago","Velvet Taco","https://s3-media3.fl.yelpcdn.com/bphoto/MHRSqUs9jW5Rpo_ysfiLxg/o.jpg",FALSE,"https://www.yelp.com/biz/velvet-taco-chicago?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1263,4,"$$",13127632654,"(312) 763-2654",4087.92506243899,41.9022,-87.62858,"1110 N State St","","","Chicago",60610,"US","IL","newamerican","American (New)","newamerican","restaurants"
"q684td_kKNRMTHMeMchXOg","en-hakkore-chicago-10","En Hakkore","https://s3-media3.fl.yelpcdn.com/bphoto/5LMPIu2EyJThalqxPMS6CA/o.jpg",FALSE,"https://www.yelp.com/biz/en-hakkore-chicago-10?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",668,4.5,"$$",17737729880,"(773) 772-9880",1104.6837068589,41.9150939,-87.6777957,"1840 N Damen Ave",NA,"","Chicago",60647,"US","IL","korean","Korean","korean","restaurants"
"sfWMOqUEp8S2adDeJp7Kzg","carnivale-chicago-2","Carnivale","https://s3-media2.fl.yelpcdn.com/bphoto/YAAc8vpUyTUZlbbqTXHsvg/o.jpg",FALSE,"https://www.yelp.com/biz/carnivale-chicago-2?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",2131,4,"$$$",13128505005,"(312) 850-5005",3306.73237901631,41.887075681459,-87.646048728271,"702 W Fulton Market","","","Chicago",60661,"US","IL","newamerican","American (New)","newamerican","restaurants"
"PZe0q_153VHUnaR-8dOTJg","the-dearborn-chicago-2","The Dearborn","https://s3-media2.fl.yelpcdn.com/bphoto/eSXeGiq2bRUjy7KOER4jeg/o.jpg",FALSE,"https://www.yelp.com/biz/the-dearborn-chicago-2?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1039,4.5,"$$",13123841242,"(312) 384-1242",4631.66435057522,41.8842528,-87.6293151,"145 N Dearborn St","",NA,"Chicago",60602,"US","IL","tradamerican","American (Traditional)","tradamerican","restaurants"
"euO3-H92LCivH2B0CQPlnw","chicago-q-chicago","Chicago q","https://s3-media3.fl.yelpcdn.com/bphoto/Gyuq5h3xOPfcwJGUMIhQGg/o.jpg",FALSE,"https://www.yelp.com/biz/chicago-q-chicago?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1759,4,"$$",13126421160,"(312) 642-1160",3936.82287314133,41.903617442969,-87.63023965658,"1160 N Dearborn St",NA,"","Chicago",60610,"US","IL","tradamerican","American (Traditional)","tradamerican","restaurants"
"5D5GiHm67V4thed30Etzhg","summer-house-santa-monica-chicago-4","Summer House Santa Monica","https://s3-media2.fl.yelpcdn.com/bphoto/1_GaX5iD9hWnA6lcruk0dQ/o.jpg",FALSE,"https://www.yelp.com/biz/summer-house-santa-monica-chicago-4?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",2038,4,"$$",17736344100,"(773) 634-4100",2767.85401971854,41.9174315,-87.6486675,"1954 N Halsted St","","","Chicago",60614,"US","IL","tradamerican","American (Traditional)","tradamerican","restaurants"
"CwPi6NVuJIZZx4IBcTekFQ","yolk-south-loop-chicago","Yolk - South Loop","https://s3-media3.fl.yelpcdn.com/bphoto/UbSo7312pjaQ7ptIsknZug/o.jpg",FALSE,"https://www.yelp.com/biz/yolk-south-loop-chicago?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1944,4,"$$",13127899655,"(312) 789-9655",5973.49264511464,41.8687801,-87.6242249,"1120 S Michigan Ave",NA,"","Chicago",60605,"US","IL","tradamerican","American (Traditional)","tradamerican","restaurants"
"_StOUGMGMmENR44zAEoDrA","big-star-chicago","Big Star","https://s3-media2.fl.yelpcdn.com/bphoto/qw0RYxJJo_tUxcUWAIb3FA/o.jpg",FALSE,"https://www.yelp.com/biz/big-star-chicago?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",3106,3.5,"$$",17732354039,"(773) 235-4039",447.834921665471,41.9093,-87.67718,"1531 N Damen","","","Chicago",60622,"US","IL","mexican","Mexican","mexican","restaurants"
"GEpXn9rtTMtIj5NsGFiNQw","the-bad-apple-chicago","The Bad Apple","https://s3-media3.fl.yelpcdn.com/bphoto/5Fc30EmdGFS9n8l26BkrzA/o.jpg",FALSE,"https://www.yelp.com/biz/the-bad-apple-chicago?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1465,4,"$$",17733608406,"(773) 360-8406",6086.49054742684,41.959767,-87.682822,"4300 N Lincoln Ave","","","Chicago",60618,"US","IL","tradamerican","American (Traditional)","tradamerican","restaurants"
"_b69OdBNLhysN1jFlYNQiA","the-bongo-room-chicago","The Bongo Room","https://s3-media1.fl.yelpcdn.com/bphoto/S_z2VCQdO-tscT63CDlPxQ/o.jpg",FALSE,"https://www.yelp.com/biz/the-bongo-room-chicago?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1521,4,"$$",17734890690,"(773) 489-0690",437.015212462897,41.90841,-87.67492,"1470 N Milwaukee Ave","","","Chicago",60622,"US","IL","newamerican","American (New)","newamerican","restaurants"
"o4MU9gK7epWUMv2WVW1qrA","yolk-streeterville-chicago-2","Yolk - Streeterville","https://s3-media2.fl.yelpcdn.com/bphoto/M-6vhCdTWSid4yWb3BmNug/o.jpg",FALSE,"https://www.yelp.com/biz/yolk-streeterville-chicago-2?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1882,4,"$$",13128229655,"(312) 822-9655",5145.51819414049,41.8924891,-87.618153,"355 E Ohio St","","","Chicago",60611,"US","IL","tradamerican","American (Traditional)","tradamerican","restaurants"
"Psi34XLTOtVqLYS9StO1hA","tweet-chicago","Tweet","https://s3-media1.fl.yelpcdn.com/bphoto/PkHB0xq53RFy7JbURqw1TQ/o.jpg",FALSE,"https://www.yelp.com/biz/tweet-chicago?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1455,4,"$$",17737285576,"(773) 728-5576",7875.88279199221,41.973982,-87.655259,"5020 N Sheridan Rd","","","Chicago",60640,"US","IL","newamerican","American (New)","newamerican","restaurants"
"kysa2NqoR8iYIjuaWELeZA","nhu-lan-saigon-subs-chicago-3","Nhu Lan Saigon Subs","https://s3-media3.fl.yelpcdn.com/bphoto/4BzeqfZWho3xgGy8qSVcfg/o.jpg",FALSE,"https://www.yelp.com/biz/nhu-lan-saigon-subs-chicago-3?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",790,4.5,"$",17738789898,"(773) 878-9898",7201.11272495867,41.9687048,-87.6944151,"2612 W Lawrence Ave","","","Chicago",60625,"US","IL","vietnamese","Vietnamese","vietnamese","restaurants"
"bFxtGcL0W7ZNEj3NwTmM0A","blackbird-chicago","Blackbird","https://s3-media4.fl.yelpcdn.com/bphoto/rbDiNEttcunSRgO3eycCzw/o.jpg",FALSE,"https://www.yelp.com/biz/blackbird-chicago?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1486,4,"$$$",13127150708,"(312) 715-0708",3660.92504040104,41.8842918333133,-87.6435537582028,"619 W Randolph St","","","Chicago",60661,"US","IL","newamerican","American (New)","newamerican","restaurants"
"Dn23mAnWMquipOt4b76fOQ","two-restaurant-chicago","TWO Restaurant","https://s3-media3.fl.yelpcdn.com/bphoto/TVzH7dSYlsJ8ZzM8of6E7Q/o.jpg",FALSE,"https://www.yelp.com/biz/two-restaurant-chicago?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",802,4.5,"$$$",13126248363,"(312) 624-8363",2373.10935992026,41.89133,-87.65613,"1132 W Grand Ave","","","Chicago",60642,"US","IL","newamerican","American (New)","newamerican","restaurants"
"xdx3hwHT-m6_heZrKyH7vg","the-chicago-diner-chicago-2","The Chicago Diner","https://s3-media2.fl.yelpcdn.com/bphoto/G8KH-ZZa-cS-5W8kUc4yoA/o.jpg",FALSE,"https://www.yelp.com/biz/the-chicago-diner-chicago-2?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",770,4.5,"$$",17732523211,"(773) 252-3211",2671.83495331254,41.9237447433269,-87.6982310134918,"2333 N Milwaukee Ave","","","Chicago",60647,"US","IL","vegan","Vegan","vegan","restaurants"
"3Q_N0K28SRJbPy2sz0QqVw","prime-and-provisions-chicago-4","Prime & Provisions","https://s3-media2.fl.yelpcdn.com/bphoto/QkQqY6It4Clyxk9XubzVXw/o.jpg",FALSE,"https://www.yelp.com/biz/prime-and-provisions-chicago-4?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",946,4.5,"$$$$",13127267777,"(312) 726-7777",4251.74719571655,41.8866316388428,-87.6328291859281,"222 N La Salle St",NA,"","Chicago",60601,"US","IL","tradamerican","American (Traditional)","tradamerican","restaurants"
"IvdOI86_CSCRFpid2atnyA","davanti-enoteca-chicago","Davanti Enoteca","https://s3-media3.fl.yelpcdn.com/bphoto/hYeLgsfSeaaNVKrLcc7V_g/o.jpg",FALSE,"https://www.yelp.com/biz/davanti-enoteca-chicago?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1167,4,"$$",13122265550,"(312) 226-5550",4229.85989196707,41.86911,-87.66147,"1359 W Taylor St","","","Chicago",60607,"US","IL","italian","Italian","italian","restaurants"
"0hfDRVaGSydijN5du1HCzg","bar-siena-chicago","Bar Siena","https://s3-media1.fl.yelpcdn.com/bphoto/zoOW2D8F5gWK3vyaBVL-2w/o.jpg",FALSE,"https://www.yelp.com/biz/bar-siena-chicago?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1191,4,"$$",13124927775,"(312) 492-7775",3304.99631609695,41.8845841437224,-87.6489488181068,"832 W Randolph St","","","Chicago",60607,"US","IL","italian","Italian","italian","restaurants"
"0hfDRVaGSydijN5du1HCzg","bar-siena-chicago","Bar Siena","https://s3-media1.fl.yelpcdn.com/bphoto/zoOW2D8F5gWK3vyaBVL-2w/o.jpg",FALSE,"https://www.yelp.com/biz/bar-siena-chicago?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1191,4,"$$",13124927775,"(312) 492-7775",3304.99631609695,41.8845841437224,-87.6489488181068,"832 W Randolph St","","","Chicago",60607,"US","IL","tradamerican","American (Traditional)","tradamerican","restaurants"
"zF9o33BVqLUOcCmnuB2eQw","handlebar-chicago","Handlebar","https://s3-media3.fl.yelpcdn.com/bphoto/kuxyTzQzy0UMDP-FVvIEHQ/o.jpg",FALSE,"https://www.yelp.com/biz/handlebar-chicago?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1319,4,"$$",17733849546,"(773) 384-9546",830.276240658097,41.9100899,-87.6853,"2311 W North Ave","","","Chicago",60647,"US","IL","vegan","Vegan","vegan","restaurants"
"7Es7EbTy_s1btAdowLeiPQ","small-cheval-chicago-2","Small Cheval","https://s3-media1.fl.yelpcdn.com/bphoto/iq2e8vXzq5ZYtewIge2wzw/o.jpg",FALSE,"https://www.yelp.com/biz/small-cheval-chicago-2?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",923,4.5,"$$",NA,"",904.589523359136,41.91282,-87.6815699,"1732 N Milwaukee Ave",NA,"","Chicago",60647,"US","IL","tradamerican","American (Traditional)","tradamerican","restaurants"
"WODBuNjlEgNIf459Wh-AWw","gather-chicago","Gather","https://s3-media1.fl.yelpcdn.com/bphoto/pU4EqNbUa0ksC5EFiykRig/o.jpg",FALSE,"https://www.yelp.com/biz/gather-chicago?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",764,4.5,"$$",17735069300,"(773) 506-9300",6608.4856042071,41.9643402,-87.6853638,"4539 N Lincoln Ave",NA,"","Chicago",60625,"US","IL","newamerican","American (New)","newamerican","restaurants"
"FqzYCiJ29FGw6KFAGrpuJQ","lou-malnatis-pizzeria-chicago-8","Lou Malnati's Pizzeria","https://s3-media4.fl.yelpcdn.com/bphoto/K2p551mK0j3vtsfFFsAPhA/o.jpg",FALSE,"https://www.yelp.com/biz/lou-malnatis-pizzeria-chicago-8?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1337,4,"$$",13127257777,"(312) 725-7777",4072.9697331737,41.90259525277,-87.6286705209015,"1120 N State St","","","Chicago",60610,"US","IL","italian","Italian","italian","restaurants"
"0fFLUKl71vv3eNV2xhikEw","spacca-napoli-chicago","Spacca Napoli","https://s3-media2.fl.yelpcdn.com/bphoto/wNzXwZlrUFTs_BlsShbOnA/o.jpg",FALSE,"https://www.yelp.com/biz/spacca-napoli-chicago?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1387,4,"$$",17738782420,"(773) 878-2420",6471.70348593388,41.963286,-87.673801,"1769 W Sunnyside Ave",NA,"","Chicago",60640,"US","IL","italian","Italian","italian","restaurants"
"riT822EnU7y_5eCuJsd9sA","cindys-chicago","Cindy's","https://s3-media1.fl.yelpcdn.com/bphoto/PuwyYUiD6z3fhbA_W_CiIw/o.jpg",FALSE,"https://www.yelp.com/biz/cindys-chicago?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1417,4,"$$",18443122221,"(844) 312-2221",5087.32917862752,41.8816894031196,-87.6250061730162,"12 S Michigan Ave","","","Chicago",60603,"US","IL","newamerican","American (New)","newamerican","restaurants"
"eUlykGltBGH0RC5lkwx2eg","honey-butter-fried-chicken-chicago","Honey Butter Fried Chicken","https://s3-media1.fl.yelpcdn.com/bphoto/34tUuwT_1kfQRDoWfU3GWA/o.jpg",FALSE,"https://www.yelp.com/biz/honey-butter-fried-chicken-chicago?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1724,4,"$$",17734784000,"(773) 478-4000",4650.12064559753,41.9426302817062,-87.7027218416333,"3361 N Elston Ave","","","Chicago",60618,"US","IL","newamerican","American (New)","newamerican","restaurants"
"YU3XvseN8keVmipgidQ94w","antique-taco-chicago","Antique Taco","https://s3-media2.fl.yelpcdn.com/bphoto/Lguf1qEnrVsTrbWoFux18g/o.jpg",FALSE,"https://www.yelp.com/biz/antique-taco-chicago?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1175,4,"$$",17736878697,"(773) 687-8697",524.468453818849,41.9063606,-87.6716766,"1360 N Milwaukee Ave","","","Chicago",60622,"US","IL","mexican","Mexican","mexican","restaurants"
"70jKs0LvwuqaKvkaqVQP9Q","home-bistro-chicago","Home Bistro","https://s3-media1.fl.yelpcdn.com/bphoto/_jeLZ7WDXTPTjNg4oDk_LA/o.jpg",FALSE,"https://www.yelp.com/biz/home-bistro-chicago?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",910,4.5,"$$",17736610299,"(773) 661-0299",4904.75494078789,41.943935,-87.649505,"3404 N Halsted St","","","Chicago",60657,"US","IL","newamerican","American (New)","newamerican","restaurants"
"KXiClWndL6UyPJDt7y50zQ","la-scarola-chicago","La Scarola","https://s3-media3.fl.yelpcdn.com/bphoto/3a1JkWZURbDaYISZ8u-KgQ/o.jpg",FALSE,"https://www.yelp.com/biz/la-scarola-chicago?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1079,4,"$$",13122431740,"(312) 243-1740",2997.5906595323,41.8910731156813,-87.6468847784913,"721 W Grand Ave","","","Chicago",60610,"US","IL","italian","Italian","italian","restaurants"
"BmqLmgX7i-pM-0h_xzbwMA","maudes-liquor-bar-chicago","Maude's Liquor Bar","https://s3-media1.fl.yelpcdn.com/bphoto/0pOIU2vP7pjjsnVX-WRaxw/o.jpg",FALSE,"https://www.yelp.com/biz/maudes-liquor-bar-chicago?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",973,4,"$$$",13122439712,"(312) 243-9712",3287.93795283915,41.88466,-87.64908,"840 W Randolph St","","","Chicago",60607,"US","IL","french","French","french","restaurants"
"Bxd9Y2PsdvIOGIKFQh53RQ","giordanos-chicago-30","Giordano's","https://s3-media1.fl.yelpcdn.com/bphoto/OKxuR9ZqBNY-4wvP0Z0SPQ/o.jpg",FALSE,"https://www.yelp.com/biz/giordanos-chicago-30?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",2247,3.5,"$$",13126161200,"(312) 616-1200",4992.86923857788,41.885165,-87.623753,"130 E Randolph","","","Chicago",60601,"US","IL","italian","Italian","italian","restaurants"
"z_qEuUuRWIq4O-YufXHf1w","giordanos-chicago-9","Giordano's","https://s3-media4.fl.yelpcdn.com/bphoto/ytXegPr0ifOzGBe25m8Ijw/o.jpg",FALSE,"https://www.yelp.com/biz/giordanos-chicago-9?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",2455,3.5,"$$",13129510747,"(312) 951-0747",4434.33641118571,41.8958755,-87.625643,"730 N Rush St","","","Chicago",60611,"US","IL","italian","Italian","italian","restaurants"
"o0DaPvRb4IWH7hUWVCnoGw","monteverde-chicago","Monteverde","https://s3-media2.fl.yelpcdn.com/bphoto/w1M2xmwWh1hQrRfZAGXQhQ/o.jpg",FALSE,"https://www.yelp.com/biz/monteverde-chicago?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",671,4.5,"$$$",13128883041,"(312) 888-3041",3300.67532166336,41.88191,-87.65302,"1020 W Madison St","","","Chicago",60607,"US","IL","italian","Italian","italian","restaurants"
"sWYRaPCYHrTxsZPLWmzkzQ","scofflaw-chicago","Scofflaw","https://s3-media2.fl.yelpcdn.com/bphoto/SintvAGxTQDhub_tO_Eh1g/o.jpg",FALSE,"https://www.yelp.com/biz/scofflaw-chicago?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",708,4.5,"$$",17732529700,"(773) 252-9700",2784.39804875624,41.9173240661621,-87.7071762084961,"3201 W Armitage Ave","","","Chicago",60647,"US","IL","newamerican","American (New)","newamerican","restaurants"
"ALwH81_sqskLmwfWS-_eeQ","tank-noodle-chicago","Tank Noodle","https://s3-media3.fl.yelpcdn.com/bphoto/7cy5HmirxvWScZ-ElobNew/o.jpg",FALSE,"https://www.yelp.com/biz/tank-noodle-chicago?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1677,4,"$$",17738782253,"(773) 878-2253",7704.67712744855,41.9731100981603,-87.65954048683,"4953 N Broadway",NA,"","Chicago",60640,"US","IL","vietnamese","Vietnamese","vietnamese","restaurants"
"ZIqeTQDb26J1dnPeHGRiLA","the-bongo-room-chicago-3","The Bongo Room","https://s3-media4.fl.yelpcdn.com/bphoto/_55bETlAd0GGZMqGcnubdw/o.jpg",FALSE,"https://www.yelp.com/biz/the-bongo-room-chicago-3?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1464,4,"$$",13122910100,"(312) 291-0100",5974.13939090421,41.8677,-87.62647,"1152 S Wabash Ave","","","Chicago",60605,"US","IL","newamerican","American (New)","newamerican","restaurants"
"U9D0vqEP4QrJfJYs8mr3DA","oiistar-chicago","Oiistar","https://s3-media2.fl.yelpcdn.com/bphoto/L5SxQV-wWVqzNCqB4JzhaA/o.jpg",FALSE,"https://www.yelp.com/biz/oiistar-chicago?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",884,4,"$$",17733608791,"(773) 360-8791",516.736545852797,41.9070880100627,-87.6720839738846,"1385 N Milwaukee Ave","","","Chicago",60622,"US","IL","newamerican","American (New)","newamerican","restaurants"
